dataset_tiktok-hashtag-scraper_2024-06-27_03-25-54-170
authorMeta.avatar,authorMeta.name,text,diggCount,shareCount,playCount,commentCount,videoMeta.duration,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,createTimeISO,webVideoUrl
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/389f1ff4aeb6bbf06ca0c391c4d43260~c5_720x720.jpeg?lk3s=a5d48078&nonce=36020&refresh_token=b80386af7683478a3e324d4dc98cc180&x-expires=1719630000&x-signature=dxSB1ZBYc6rxfRzhQ1obq%2B9wb3M%3D&shp=a5d48078&shcp=b59d6b55,317ac,Ya’ll remember 😎 #fyp #fypシ゚viral #foryou #foryoupage #4u #4upage #ayeashton #old #nostalgia #memories #throwback #remember #2020 #pandemic #mood #viral #dubsmash #igdancer #furnishflex #xyzbca #share #newyear #jesus,959000,6287,5900000,2058,15,2liveSoundsmix,2Live Nation,TRUE,2024-01-20T00:39:48.000Z,https://www.tiktok.com/@317ac/video/7325973639118015786
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7339685410857025579~c5_720x720.jpeg?lk3s=a5d48078&nonce=45040&refresh_token=c287c77da35e7797da37bfc2f8c3ec0e&x-expires=1719630000&x-signature=v6wc8PpHCboZhcrYEiSyq%2F1cVE0%3D&shp=a5d48078&shcp=b59d6b55,rainyholzmeier,😅😅 #fyp#baby#babiesoftiktok#mom#momsoftiktok#pandemicbaby#pandemic#quarantine#EnvisionGreatness#viral#trend#fypシ#greenscreen,945400,5951,5600000,17100,10,original sound,Dustin,TRUE,2021-03-22T23:55:29.000Z,https://www.tiktok.com/@rainyholzmeier/video/6942631344119876869
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/95625cbf352d4829f13b4c9340d19372~c5_720x720.jpeg?lk3s=a5d48078&nonce=38597&refresh_token=e188264583c50b234e8b06efac143f4d&x-expires=1719630000&x-signature=7WgydHDXvfin%2F5xfNT2YS3jqtvI%3D&shp=a5d48078&shcp=b59d6b55,thecircleclub,Do you remember this trend during the pandemic? 😭😂 #movietok #filmtok #cinema #cinephile #moviememes #moviememe #cinemamemes #pandemic #pandemicproblems ,934800,49300,5200000,4166,0,Chamber of Reflection (Live Cover),Your Anxiety Buddy,FALSE,2022-12-16T22:28:34.000Z,https://www.tiktok.com/@thecircleclub/video/7177876941410700586
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351604491960975403~c5_720x720.jpeg?lk3s=a5d48078&nonce=79943&refresh_token=9cdc7fb6d3390f7b5b0fcb51ceb89666&x-expires=1719630000&x-signature=wGx%2FTaDUwTjZZEdk0Xl%2F5QLPCj4%3D&shp=a5d48078&shcp=b59d6b55,officialtamminsursok,Ugh!!!!! #omicron #pandemic #newvarient #viral,932400,11500,11500000,5000,9,GFDI DAVE.,♦️♠️♣️♥️,TRUE,2021-11-30T22:43:45.000Z,https://www.tiktok.com/@officialtamminsursok/video/7036497424612969733
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5db4bcab6a8419d48b4e9b27b508f381~c5_720x720.jpeg?lk3s=a5d48078&nonce=43790&refresh_token=bde10097911a5583f2bf7639160603ef&x-expires=1719630000&x-signature=xd9ML4Uw%2BAnQMI5SXALZ0bgZn4M%3D&shp=a5d48078&shcp=b59d6b55,bigminidude,Wake me up #coronavirus #rona #covid19 #virus #lonely #wakeup #sadboihours #isitoveryet #fyp #pandemic,917000,46000,4800000,8648,11,wake me up..,user75437523677,TRUE,2020-12-16T22:53:51.000Z,https://www.tiktok.com/@bigminidude/video/6906991229662186757
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/adee9fb17a6d8cdfe58b7dd9e5d617ce~c5_720x720.jpeg?lk3s=a5d48078&nonce=15960&refresh_token=1258ef17cd81741738fcf57242302035&x-expires=1719630000&x-signature=bZvA2fyozUmOLCbmb6CGtTa5y9k%3D&shp=a5d48078&shcp=b59d6b55,lacceeyy,Our children are so resilient. #GEICOLipSync #covid19 #covidtesting #covidvaccine #pandemic #florida #fyp #foryoupage #4u,890800,3585,6300000,2843,31,_Cute,Gabe Lost,FALSE,2021-01-29T14:18:21.000Z,https://www.tiktok.com/@lacceeyy/video/6923186142980427014
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0598ace00a7c86baa37cbbf21a503819~c5_720x720.jpeg?lk3s=a5d48078&nonce=21721&refresh_token=f625ed297fcd2ce0d5c8e1001bdb340a&x-expires=1719630000&x-signature=SsRCM300FYvXklhAf1W1a%2Bv1qp0%3D&shp=a5d48078&shcp=b59d6b55,kirasfilms,IM GENUINELY TERRIFIED YALL 😭😭 #stantwice#fyp#foryoupage#floptok#flop#flopera#monkeypox#pandemic#itzy4thgenleaders#midzy#once,880000,9376,5200000,12700,5,original sound,★Wayne_RajStarModels★,TRUE,2022-07-31T02:14:24.000Z,https://www.tiktok.com/@kirasfilms/video/7126354312543898926
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7073a69c8d29646c0983f3a4d37085f3~c5_720x720.jpeg?lk3s=a5d48078&nonce=36251&refresh_token=66edc75a01fe186aedde1b87e20902c6&x-expires=1719630000&x-signature=fMuLm4Q5HsxrKNolp4OyK%2Bf68vk%3D&shp=a5d48078&shcp=b59d6b55,brennalip,Giving masks at an anti-mask rally 😷 #fyp #foryou #wearamask #pandemic #mask,861000,13200,3100000,8196,58,original sound,Brenna Lip,TRUE,2021-02-02T02:58:15.000Z,https://www.tiktok.com/@brennalip/video/6924495210508586246
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7332391441463377926~c5_720x720.jpeg?lk3s=a5d48078&nonce=73681&refresh_token=bc9ec3194477a852896ef3639b27cb68&x-expires=1719630000&x-signature=qiOE4wYC54%2Fm4IZz7V4ZNwN%2FsC4%3D&shp=a5d48078&shcp=b59d6b55,hayerrhia,Smh #fypシ #foryou #pandemic #zombie #smh #foryoupage,843800,6640,1800000,4901,7,I Got 5 On It - Tethered Mix from US,Michael Abels & Luniz,FALSE,2022-01-08T20:47:18.000Z,https://www.tiktok.com/@hayerrhia/video/7050939737175084293
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348802048911769642~c5_720x720.jpeg?lk3s=a5d48078&nonce=15074&refresh_token=606dadaacd80e6756c9046276df8f637&x-expires=1719630000&x-signature=ZFqWHbt47sQI4qnzk3Jv%2BvaoaYA%3D&shp=a5d48078&shcp=b59d6b55,samuelihunter,hdheisbehene #covid #vaccine #pandemic #zombies #doctors,843400,175500,6600000,14700,23,original sound,Samuel Isaiah Hunter,TRUE,2020-09-15T00:39:38.000Z,https://www.tiktok.com/@samuelihunter/video/6872507594565520645
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bcbf4664ab3b7f2edfdef0873ad29d11~c5_720x720.jpeg?lk3s=a5d48078&nonce=45762&refresh_token=e319e5a19b8ae3d4671b99a68395b83d&x-expires=1719630000&x-signature=wW82u4GOVTXt8Z%2BvDNghWwI1a3g%3D&shp=a5d48078&shcp=b59d6b55,jaylenrene,its wicked how fast those 4 years zoom & the pandemic did not help😭 #fyp #fypシ #college #relatable #pandemic #covid #hs #4years #timelapse,832200,44000,4200000,3453,15,original sound,Jay René,TRUE,2023-09-10T21:28:22.000Z,https://www.tiktok.com/@jaylenrene/video/7277312227831549230
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/dbf5a3f91affecd04f9a2da2f29ab3df~c5_720x720.jpeg?lk3s=a5d48078&nonce=68176&refresh_token=c56988217c1e0c0fb3c53810a429ce84&x-expires=1719630000&x-signature=OhUhE%2FdwJZUqOCD4ZkePBaKaiLc%3D&shp=a5d48078&shcp=b59d6b55,betweenusgirlies,the pandemic skip has got us all feeling some type of way #relatable #pandemic #pandemicskip #fyp ,827900,32500,6300000,9114,36,Gods creation,daniel.mp3,FALSE,2023-11-10T02:55:42.000Z,https://www.tiktok.com/@betweenusgirlies/video/7299661686871477547
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d65a8773bbf8803e5b3efcf3e505334e~c5_720x720.jpeg?lk3s=a5d48078&nonce=21976&refresh_token=9267dc2c2df21b1906e183e79de72df7&x-expires=1719630000&x-signature=N%2BD83X1S92%2BL8%2FQmJw9e4JuufyU%3D&shp=a5d48078&shcp=b59d6b55,mrpsclassroom,he rlly loves his job 🥺 #fyp #teacher #pandemic,809700,15000,4200000,5401,33,original sound,Mr. P,TRUE,2020-12-05T02:49:55.000Z,https://www.tiktok.com/@mrpsclassroom/video/6902598985085668614
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/965926660f9a40ee060b0ae489a13985~c5_720x720.jpeg?lk3s=a5d48078&nonce=56674&refresh_token=45870908455df49474c07f071eec6b15&x-expires=1719630000&x-signature=hin7VPk0ZzDqOP9SDT2p0ed%2FSLk%3D&shp=a5d48078&shcp=b59d6b55,kizzykay3,My daughter was 3 months old saying “Hi”. These pandemic babies are something else. #pandemic #pandemicbaby #shook #melaninbabies #smartbaby #cutebaby,799900,16400,3600000,8586,19,original sound,Kizzy with the Puff 👩🏾‍🦱✨,TRUE,2021-10-08T01:40:26.000Z,https://www.tiktok.com/@kizzykay3/video/7016504353745882373
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/840e5c1a7c86953566c2aeffe8c0b027~c5_720x720.jpeg?lk3s=a5d48078&nonce=4956&refresh_token=3effdfb1a24b2f32275ae1a478560455&x-expires=1719630000&x-signature=0PIiTSMAw3ejFmDDZMTGWTe29AI%3D&shp=a5d48078&shcp=b59d6b55,spweej,I have too much time on my hands #fyp #foryou #pandemic #wtf # viral #funny #covid,786300,25500,2800000,12900,44,Act 2: In the Hall of the Mountain King,Edvard Grieg,FALSE,2020-08-13T04:03:36.000Z,https://www.tiktok.com/@spweej/video/6860314357952204038
https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/5091c0dd5eb02ffd107dec982af42e0e.jpeg?lk3s=a5d48078&nonce=3106&refresh_token=2789e24cf0cd7e1871dc23d99f729d9d&x-expires=1719630000&x-signature=498ADUwAFtHx7MKhUQv7doSeE2A%3D&shp=a5d48078&shcp=b59d6b55,gopeebahu,#stitch with @mrcap305 anti-vaxxers just keep self owning. #antivaxx #covid19 #pandemic #getvaccinated,765300,38600,4900000,0,7,original sound,Zach,TRUE,2021-09-05T11:11:45.000Z,https://www.tiktok.com/@gopeebahu/video/7004405772339793154
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/c6eba9efda1a5152d0187bfe2ade935e~c5_720x720.jpeg?lk3s=a5d48078&nonce=83222&refresh_token=b056a84e5ee1fb29515a46d28da0f973&x-expires=1719630000&x-signature=x4d%2FC%2Bvs5%2BVRUEd2PDdRVJVWsHk%3D&shp=a5d48078&shcp=b59d6b55,dujonanderson,POV: it’s 2 months into 2022 #relatable #hsm #sharpay #2022 #pandemic #omicron,758800,31900,4700000,3259,20,original sound,tatamsounds,TRUE,2022-02-18T22:12:10.000Z,https://www.tiktok.com/@dujonanderson/video/7066176100493167877
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/58e64e1ad60ea896dc477804cda62e5f~c5_720x720.jpeg?lk3s=a5d48078&nonce=45050&refresh_token=f39e1ce33aa8bf4a2e4caef506bf0f02&x-expires=1719630000&x-signature=Ueg%2Fh1GJ0RCD%2F18oZKvz0BCN%2Fzs%3D&shp=a5d48078&shcp=b59d6b55,mrmoothecat,"#stitch with @donmarshall70too I said that a lot. And I was wrong, but that’s cool. #pandemic #pandemicbaby",752900,6490,3200000,3745,35,original sound,Moo The Cat,TRUE,2022-03-28T02:59:10.000Z,https://www.tiktok.com/@mrmoothecat/video/7079980212129123630
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348806770908725294~c5_720x720.jpeg?lk3s=a5d48078&nonce=89080&refresh_token=8d613a2bae351e2e4b68ab7120ed9881&x-expires=1719630000&x-signature=0BWsPyeVD3A8Bepv%2BUSBtNNVrro%3D&shp=a5d48078&shcp=b59d6b55,nursebblay,"As a mom I want personalized care for my children. All peoole should be treated based on the symptoms that they are having. My daughter was inly 7 years old when she started having symptoms, and we were dismissed.                                            #parentingtips #parentingjourney #parentinghacks #tipsparenting #homeschooling #ilmuparenting #parentlife #homeschool #draisahdahlan #kidsbelike #gentleparenting #raisingkids #parentingana #parenthood #parentsoftiktok #toddlertantrums #childcare #kidsactivities #toddlerlife #labtestforkids #toodler #tumbuhkembanganak #sensoryplay #mom #prettyblackgirl #blackgirl #blackwomen #blackwoman #blackmen #blackgirlmagic #earthyblackgirl #blackgirlhairstyles #blackgirlcontentcreator #blackwomenoftiktok #blackgirlsrock #hairappointment #blackmenoftiktok #blackgirltiktokers #birminghamhairstylist #aliciakeysbraids #dreadslocks #locsoftiktok #pinkhair #blackgirltok #darkskin #brownskin #womenwithlocs #brownskingirl #darkskingirl #hispana #latinas #latinasbelike #hispanic #girlies #mexican #girly #prettygirls #citygirls #girlsbeinggirls #girlthings #womanhood #latina #latinastiktok #imjustagirlintheworld #girlproblems #imjustagirl #girlie #tallgirls #rbf #thickerthanasnicker #girlhood #girlll #girlypop #hottie #puertorican #imher #girlmath #oldermomsoftik #tallgirl #girlsnightout #girltok #girlsbelike #prettyprivilege #grils #yourworldwithin #evolved #questioned #threatened #buzzing #equally #ambitious #professionally #bouncing #klled #devastating #heavily #leapyear #grandkids #plotting #poorly #observation #disappearance #forsure #perceived #determined #thenvsnow #pandemic #terribly #procrastinating #tweak #realizing #thriving #embraced #thirty #sophomore #frostbite #tremendous #sexuality #flown #nutshell #TrendTok #TrendTokApp",747700,55300,6200000,14800,119,original sound,Nursebblay,TRUE,2024-04-04T19:02:33.000Z,https://www.tiktok.com/@nursebblay/video/7354089281654132010
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ce2f7958483c0a16563b72113228237c~c5_720x720.jpeg?lk3s=a5d48078&nonce=21516&refresh_token=408e7b64165e4bc3704572eecf5b1c29&x-expires=1719630000&x-signature=LjdSdm3PV4tDBqO%2BgepXJ6kRAJU%3D&shp=a5d48078&shcp=b59d6b55,dalirious,Google hit right into my heart with this. #covidvaccine #google #googlead  #healthcare #positivity #coronatime #pandemic #fyp #viral #goodnews,743800,8595,3100000,9978,59,original sound,Daliri,TRUE,2021-04-05T19:01:00.000Z,https://www.tiktok.com/@dalirious/video/6947750657428376838
https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/19c760937df71638292cc376ca17296f.jpeg?lk3s=a5d48078&nonce=91287&refresh_token=4a3d1e474508012555dc58ae9adbfa86&x-expires=1719630000&x-signature=UfoR%2FOchm%2FlZzw%2FbWssO8sVCdDk%3D&shp=a5d48078&shcp=b59d6b55,hypeslams4,Bro is 6’8 and jumping like this😈🔥 #nba #fup #fyp #insane #viral #viralvideo #foryou #covid #pandemic #covid19 #basketball #Zion,735100,14200,12300000,2588,10,original sound,Hype Slams,TRUE,2021-12-25T10:04:23.000Z,https://www.tiktok.com/@hypeslams4/video/7045578867364384002
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/32c7daf6405b7ebd647ddd740ee6edac~c5_720x720.jpeg?lk3s=a5d48078&nonce=18682&refresh_token=46770f6f0d1201da9cdf82767f4f4508&x-expires=1719630000&x-signature=zaldq0dfglX4RUg6aJnQmtwCSCs%3D&shp=a5d48078&shcp=b59d6b55,kindergartenthoughts,We are so quick to judge instead of wonder why… #2020 #maskup #pandemic #teachertalk #elementaryschool #schoolshutdown2020 #kidswearmasks #earlycovid #precovid #february2020,719000,671,6000000,5378,35,original sound,Lauren Paige,TRUE,2022-05-24T15:42:23.000Z,https://www.tiktok.com/@kindergartenthoughts/video/7101328741070032170
https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/44fa4bce971019d4fa0369b5ad133978~c5_720x720.jpeg?lk3s=a5d48078&nonce=4479&refresh_token=246699f2ee797783b25d21475842cea9&x-expires=1719630000&x-signature=4DtkyZt9pmqIopw4tQvBUkZWXwI%3D&shp=a5d48078&shcp=b59d6b55,krypticnyc,For real though 🤣🤣 #fyp #foryourpage #coronavirüs #covid #covid19 #pandemic #jokes #meme #funny,697900,383300,8400000,25900,59,original sound,Kryptic,TRUE,2021-12-30T00:56:53.000Z,https://www.tiktok.com/@krypticnyc/video/7047293200528198958
https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3bfefb1180bbbd6f531e5c0ea9e521cd~c5_720x720.jpeg?lk3s=a5d48078&nonce=51068&refresh_token=cf1fa5b7f6402f8cd3d1a76dc2eeeed7&x-expires=1719630000&x-signature=XCHzLWYePtThppXQ0xWtBQ70Ecc%3D&shp=a5d48078&shcp=b59d6b55,bmotheprince,2020 is mad disrespectful. #2020 #endoftheworld #quarantine #pandemic #fyp #foryou #foryoupage #comedy,691300,39300,2500000,6071,59,original sound,Brian Moller | B Mo the Prince,TRUE,2020-04-29T01:59:18.000Z,https://www.tiktok.com/@bmotheprince/video/6820947320499277061
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/389f1ff4aeb6bbf06ca0c391c4d43260~c5_720x720.jpeg?lk3s=a5d48078&nonce=36020&refresh_token=b80386af7683478a3e324d4dc98cc180&x-expires=1719630000&x-signature=dxSB1ZBYc6rxfRzhQ1obq%2B9wb3M%3D&shp=a5d48078&shcp=b59d6b55,317ac,Ya’ll remember #fyp #foryou #foryoupage #4upage #ayeashton #oldtimes #memories #throwback #nostalgia #remember #2020 #pandemic #corona #dubsmash #igdancer #mood #viral #share #xyzbca #jesus #2024,672800,2454,3500000,1202,14,Hit the Quan (Original Version),iLoveMemphis,FALSE,2024-01-25T21:57:27.000Z,https://www.tiktok.com/@317ac/video/7328158379669589291
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aa505396d98c9b118a34f8a3d97448ff~c5_720x720.jpeg?lk3s=a5d48078&nonce=79755&refresh_token=f8dfe0dd5bffcad2e8fbeaa8e97f47b4&x-expires=1719630000&x-signature=QXchRjBfgNP9TnuKQrLB55SSOAM%3D&shp=a5d48078&shcp=b59d6b55,neemanaz,Who’s ready to go to a rave finally??? 😩😎💊🔥💃🏻 #rave #rolling #house #pandemic,669400,52400,8500000,3357,15,Believe Me,Navos,FALSE,2021-06-26T03:11:05.000Z,https://www.tiktok.com/@neemanaz/video/6977934839378906374
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7352631187858260014~c5_720x720.jpeg?lk3s=a5d48078&nonce=5384&refresh_token=60b691a65db3eaf27dc833d6c1f375a2&x-expires=1719630000&x-signature=YBa7nv3odF2Ye4Grpent3Ap2Iow%3D&shp=a5d48078&shcp=b59d6b55,groovynilo,ICYMI: Texas got rid of the Mask Mandate...these are my thoughts. #covid #covid19 #pandemic,659200,44300,3200000,13100,9,original sound,GroovyNilo,TRUE,2021-03-02T21:08:35.000Z,https://www.tiktok.com/@groovynilo/video/6935166600219856134
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/71a29dffc56d7a67f354fbb38b5f7361~c5_720x720.jpeg?lk3s=a5d48078&nonce=28289&refresh_token=a25289211a1a1469aa54eba21c2af4ae&x-expires=1719630000&x-signature=nfLyP6zegKUYqhaO10q%2BS7R93M8%3D&shp=a5d48078&shcp=b59d6b55,girls,2020’s is gonna be the new 1920’s 🤩🤩 @alanaclem #fyp #TikTokTailgate #foryou #foryoupage #viral #relatable #funny #pandemic,660200,5424,2700000,4131,49,original sound,Alana Clements,TRUE,2021-02-05T20:32:19.000Z,https://www.tiktok.com/@girls/video/6925880137107901702
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/8f726240b7a85bed4057c9d141add390~c5_720x720.jpeg?lk3s=a5d48078&nonce=10477&refresh_token=c3a4af446228beffec01569ed543e6cf&x-expires=1719630000&x-signature=%2F4YzSvMbLmW0AGfzz90bdfKFnlI%3D&shp=a5d48078&shcp=b59d6b55,sto.ve,Literally has been over a year #pandemic #joke,655000,6267,2800000,4075,10,I am death,KevinTheArbiter(gravesite),TRUE,2021-07-11T03:06:11.000Z,https://www.tiktok.com/@sto.ve/video/6983499851820518661
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6fe54abebd89da0f5b641ff30418e98b~c5_720x720.jpeg?lk3s=a5d48078&nonce=24170&refresh_token=6416f6c2dad9975c73245f6c4135713d&x-expires=1719630000&x-signature=7NIYQORun2qvrVfWvliLTeqQ1hA%3D&shp=a5d48078&shcp=b59d6b55,ridikkulusss,"Ini bukan sebuah film, tapi ini sebuah sejarah yang kita bisa lewatin untuk diceritakan ke masa depan. Terimakasih untuk kalian semua sudah berjuang sampai detik ini. Penghargaan setinggi-tinggi nya untuk para Nakes di seluruh negeri. Salam hormat. #covid19 #cvd19 #covid #pandemic #lockdown",641800,20400,4800000,11100,0,nhạc nền - FANTASTIC,FANTASTIC ENTERTAINMENT,TRUE,2022-12-11T11:32:10.000Z,https://www.tiktok.com/@ridikkulusss/video/7175852368955723035
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7073a69c8d29646c0983f3a4d37085f3~c5_720x720.jpeg?lk3s=a5d48078&nonce=36251&refresh_token=66edc75a01fe186aedde1b87e20902c6&x-expires=1719630000&x-signature=fMuLm4Q5HsxrKNolp4OyK%2Bf68vk%3D&shp=a5d48078&shcp=b59d6b55,brennalip,Story of why I waited 87 to open a Fortune Cookie. #fyp #foryoupage #foru #wearamask #pandemic #storytime #nyc #newyork,633600,9122,1700000,1195,58,original sound,Brenna Lip,TRUE,2020-09-19T03:11:13.000Z,https://www.tiktok.com/@brennalip/video/6874031001199283461
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2c6e83b951c6d1f7eb29688e95776c1d~c5_720x720.jpeg?lk3s=a5d48078&nonce=23650&refresh_token=4edeef78c3ebe4870604aac7d1d8307c&x-expires=1719630000&x-signature=EmNlFyzgtIz%2B61bkzxPqBMa2QEA%3D&shp=a5d48078&shcp=b59d6b55,alexxfrisby,Come along with us to Disney.. jk 😓 @caitlyn.haas  #fyp #foryoupage #disney #bestfriend #travel #disneyworld #foryou #pandemic,623600,4146,1900000,4945,43,Summer Feelings (feat. Charlie Puth),Lennon Stella,FALSE,2021-02-06T08:33:10.000Z,https://www.tiktok.com/@alexxfrisby/video/6926065799396396294
https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/f1e31d8a1067a924e03650ecb609e3cc.jpeg?lk3s=a5d48078&nonce=69094&refresh_token=f8fd35373c193dc29ecab80772084db4&x-expires=1719630000&x-signature=bdznL9dOTKDZJHunIggcZ%2B%2FuzM4%3D&shp=a5d48078&shcp=b59d6b55,labradorbs,Pandemic Puppies 🐶 | Comment 🥰 if your dog loves you being home 😤 if your dog is sick of you! #JoyWithPret #dog #puppy #pandemic #funny #comedy #xx,621300,39600,3100000,1986,29,original sound,mbruno69,TRUE,2020-11-17T11:05:38.000Z,https://www.tiktok.com/@labradorbs/video/6896047317741309185
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ac6886f8bf738476b50213075207cef9~c5_720x720.jpeg?lk3s=a5d48078&nonce=66561&refresh_token=b5eed99dc37b09e25c2ecc2057772c56&x-expires=1719630000&x-signature=pAT8gfAZozRlAfzx11rVFa0Rul0%3D&shp=a5d48078&shcp=b59d6b55,vicenews,"A North Korean audience teared up upon hearing their leader Kim Jong Un suffered from a high fever, which could be an indication he had COVID. Kim’s sister, Kim Yo Jong, accused South Korea of spreading COVID by dropping propaganda leaflets across the border, which the South denied. #kimjongun #president #northkorea #southkorea #pandemic",603500,4019,8100000,8273,24,original sound,VICE News,TRUE,2022-08-11T16:27:39.000Z,https://www.tiktok.com/@vicenews/video/7130656121915837702
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7333109048692178986~c5_720x720.jpeg?lk3s=a5d48078&nonce=37072&refresh_token=14eaebb1996499c6e6e2296f3d9d838a&x-expires=1719630000&x-signature=0W%2F0feALS6TN%2F8ief4lM8IS241U%3D&shp=a5d48078&shcp=b59d6b55,itsjustktg,They brought me a lot of food 😳😷 #fyp #covid #quarantine #food #covid_19 #covid19 #pandemic,601700,280,3800000,1364,43,I'm So Hungry,Karter Zaher,FALSE,2020-10-04T21:11:37.000Z,https://www.tiktok.com/@itsjustktg/video/6879875582629285125
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7311128018582913030~c5_720x720.jpeg?lk3s=a5d48078&nonce=36429&refresh_token=dcde9ef6f4ad584739abd82a765bf994&x-expires=1719630000&x-signature=1l%2FxkAx5A1tM7zSR9Nq0%2BGUqBxM%3D&shp=a5d48078&shcp=b59d6b55,dearjane1,Part 3 ? 🤰🏼 #comedy #storytime #story #protest #blm #covid #pandemic #quarantine #pregnant #baby #fyp #laugh #funny #joke #viral #trending #haha,601200,1824,3400000,1305,42,I am at ur moms house,Elizabeth Chetwynd,TRUE,2020-07-27T21:49:17.000Z,https://www.tiktok.com/@dearjane1/video/6854280561436003589
https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3feb6d2687cff4335a74024818f02953~c5_720x720.jpeg?lk3s=a5d48078&nonce=85312&refresh_token=d6c896a99afdabcba5fead7be45fa098&x-expires=1719630000&x-signature=JCvBNETp1EJpfcVfF4MBv75%2Bb1c%3D&shp=a5d48078&shcp=b59d6b55,kale.universe,#covid19 #fyp #mask #pandemic #wearamask #healthcare #cna,590900,3756,2400000,3769,8,smack,ZUP,TRUE,2022-03-28T05:41:17.000Z,https://www.tiktok.com/@kale.universe/video/7080021984133827883
https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7320301305627410475~c5_720x720.jpeg?lk3s=a5d48078&nonce=8962&refresh_token=3fd23886e4d75159ed904ee5203712e0&x-expires=1719630000&x-signature=yJPfPelJbZuAAJWwsTLeGNQ%2F4sA%3D&shp=a5d48078&shcp=b59d6b55,selenatrevino,celebrate your body always bc diet culture sucks!!✨ #loveyourbody #selflove #pandemic #glowup #allbodiesarebeatiful #greenscreen,590500,6777,3400000,4837,13,2020 glow up,Katie Clark,TRUE,2020-12-17T23:42:39.000Z,https://www.tiktok.com/@selenatrevino/video/6907374891398368517
https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7311971702127689733~c5_720x720.jpeg?lk3s=a5d48078&nonce=1043&refresh_token=2e0fed74c91ccaadc98fff1ce21ab356&x-expires=1719630000&x-signature=9Y3vTcU0Fdy7LRGmM3H0hasr9sY%3D&shp=a5d48078&shcp=b59d6b55,thegoodliars,This woman is a doctor. #fyp #covid #pandemic #funny #sad #biden #trump #funnytiktok #prank,588000,9271,6500000,10400,21,original sound,The Good Liars,TRUE,2021-03-09T15:33:56.000Z,https://www.tiktok.com/@thegoodliars/video/6937677988997696773
